2017-09-13 10:50:32.691 [main] INFO  org.springframework.test.context.web.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DependencyInjectionTestExecutionListener@5fdba6f9]
2017-09-13 10:50:36.187 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/warnlog/toRepairUI]}" onto public java.lang.String com.micropower.manager.controller.WarnLogController.toRepairUI(java.lang.Integer,org.springframework.ui.Model)
2017-09-13 10:50:36.187 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/warnlog/page]}" onto public com.lycheeframework.core.cmp.api.http.GsonData com.micropower.manager.controller.WarnLogController.page(javax.servlet.http.HttpServletRequest,com.micropower.manager.common.EasyPage)
2017-09-13 10:50:36.188 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/warntimeperiod/add]}" onto public java.lang.Integer com.micropower.manager.controller.WarnTimePeriodController.add(com.micropower.manager.model.po.Warntimeperiod)
2017-09-13 10:50:36.188 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/warntimeperiod/delete]}" onto public java.lang.Integer com.micropower.manager.controller.WarnTimePeriodController.delete(java.lang.Integer)
2017-09-13 10:50:36.188 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/warntimeperiod/page]}" onto public com.lycheeframework.core.cmp.api.http.GsonData com.micropower.manager.controller.WarnTimePeriodController.page(com.micropower.manager.common.EasyPage)
2017-09-13 10:50:36.188 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/warntimeperiod/saveEdit]}" onto public java.lang.Integer com.micropower.manager.controller.WarnTimePeriodController.saveEdit(com.micropower.manager.model.po.User)
2017-09-13 10:50:36.188 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/warntimeperiod/toEditUI]}" onto public java.lang.String com.micropower.manager.controller.WarnTimePeriodController.toEditUI(java.lang.Integer,org.springframework.ui.Model)
2017-09-13 10:50:36.673 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@70beb599: startup date [Wed Sep 13 10:50:33 CST 2017]; root of context hierarchy
2017-09-13 10:50:36.736 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@70beb599: startup date [Wed Sep 13 10:50:33 CST 2017]; root of context hierarchy
2017-09-13 10:50:36.824 [main] INFO  org.springframework.web.servlet.view.velocity.VelocityConfigurer - ClasspathResourceLoader with name 'springMacro' added to configured VelocityEngine
2017-09-13 10:50:36.961 [main] INFO  org.springframework.web.servlet.view.velocity.VelocityViewResolver - Using VelocityToolboxView instead of default VelocityView due to specified toolboxConfigLocation
2017-09-13 10:50:37.053 [main] INFO  org.springframework.mock.web.MockServletContext - Initializing Spring FrameworkServlet ''
2017-09-13 10:50:37.053 [main] INFO  org.springframework.test.web.servlet.TestDispatcherServlet - FrameworkServlet '': initialization started
2017-09-13 10:50:37.071 [main] INFO  org.springframework.test.web.servlet.TestDispatcherServlet - FrameworkServlet '': initialization completed in 18 ms
2017-09-13 10:50:37.301 [Thread-3] INFO  org.springframework.web.context.support.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@70beb599: startup date [Wed Sep 13 10:50:33 CST 2017]; root of context hierarchy
2017-09-13 10:50:37.306 [Thread-3] INFO  org.springframework.cache.ehcache.EhCacheManagerFactoryBean - Shutting down EhCache CacheManager
2017-09-13 10:50:37.313 [Thread-3] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'qbScheduler'
2017-09-13 14:03:00.846 [main] INFO  org.springframework.test.context.web.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DependencyInjectionTestExecutionListener@622e39d]
2017-09-13 14:03:01.657 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\code\monitor\trunk\monitor\target\classes\META-INF\spring\app-dataSource.xml]
2017-09-13 14:03:02.145 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\code\monitor\trunk\monitor\target\classes\META-INF\spring\app-framework.xml]
2017-09-13 14:03:02.538 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from URL [file:src/main/webapp/WEB-INF/webmvc-servlet.xml]
2017-09-13 14:03:03.179 [main] INFO  org.springframework.web.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@21632bf8: startup date [Wed Sep 13 14:03:03 CST 2017]; root of context hierarchy
2017-09-13 14:03:03.827 [main] INFO  com.lycheeframework.core.common.placeholder.CustomPlaceholder - Local Mac Address is: 408d5cec61f0
2017-09-13 14:03:04.324 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService  'qbScheduler'
2017-09-13 14:03:04.324 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'qbScheduler' of type [class org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-09-13 14:03:07.199 [main] INFO  org.springframework.cache.ehcache.EhCacheManagerFactoryBean - Initializing EhCache CacheManager
2017-09-13 14:03:09.034 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/source/**] onto handler 'org.springframework.web.servlet.resource.ResourceHttpRequestHandler#0'
2017-09-13 14:03:09.104 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/source/**] onto handler 'resourceHttpRequestHandler'
2017-09-13 14:03:09.193 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/data/allinfo]}" onto public java.util.Map<java.lang.String, java.lang.String> com.micropower.manager.controller.DataParseController.allinfo()
2017-09-13 14:03:09.202 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/device/delete]}" onto public java.lang.Integer com.micropower.manager.controller.DeviceController.delete(java.lang.Integer)
2017-09-13 14:03:09.203 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/device/list]}" onto public java.util.List<java.util.Map<java.lang.String, java.lang.Object>> com.micropower.manager.controller.DeviceController.list()
2017-09-13 14:03:09.203 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/device/getdevicepojolist]}" onto public java.util.List<com.micropower.manager.model.pojo.DevicePojo> com.micropower.manager.controller.DeviceController.getdevicepojolist()
2017-09-13 14:03:09.203 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/device/pauseDeviceWarnConfig]}" onto public java.lang.Integer com.micropower.manager.controller.DeviceController.pauseDeviceWarnConfig(java.lang.Integer,java.lang.Integer)
2017-09-13 14:03:09.203 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/device/toadd]}" onto public java.util.Map<java.lang.String, java.util.List<com.micropower.manager.model.po.Warntimeperiod>> com.micropower.manager.controller.DeviceController.toadd()
2017-09-13 14:03:09.203 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/device/saveadd]}" onto public java.lang.Integer com.micropower.manager.controller.DeviceController.saveadd(com.micropower.manager.model.po.Device)
2017-09-13 14:03:09.204 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/device/getDeviceById]}" onto public com.micropower.manager.model.pojo.DevicePojo com.micropower.manager.controller.DeviceController.getDeviceById(java.lang.Integer)
2017-09-13 14:03:09.204 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/device/saveedit]}" onto public java.lang.Integer com.micropower.manager.controller.DeviceController.saveedit(com.micropower.manager.model.po.Device)
2017-09-13 14:03:09.211 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/labor/add]}" onto public java.lang.Integer com.micropower.manager.controller.LaborController.add(com.micropower.manager.model.po.User)
2017-09-13 14:03:09.211 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/labor/delete]}" onto public java.lang.Integer com.micropower.manager.controller.LaborController.delete(java.lang.Integer)
2017-09-13 14:03:09.212 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/labor/toEditUI]}" onto public java.lang.String com.micropower.manager.controller.LaborController.toEditUI(java.lang.Integer,org.springframework.ui.Model)
2017-09-13 14:03:09.212 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/labor/saveEdit]}" onto public java.lang.Integer com.micropower.manager.controller.LaborController.saveEdit(com.micropower.manager.model.po.User)
2017-09-13 14:03:09.213 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/labor/page]}" onto public com.lycheeframework.core.cmp.api.http.GsonData com.micropower.manager.controller.LaborController.page(com.micropower.manager.common.EasyPage)
2017-09-13 14:03:09.225 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/saveconfig/update]}" onto public java.lang.Integer com.micropower.manager.controller.SaveConfigController.update(com.micropower.manager.model.po.Saveconfig)
2017-09-13 14:03:09.225 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/saveconfig/list]}" onto public java.util.List<com.micropower.manager.model.po.Saveconfig> com.micropower.manager.controller.SaveConfigController.list()
2017-09-13 14:03:09.226 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/saveconfig/toEditUI]}" onto public java.lang.String com.micropower.manager.controller.SaveConfigController.toEditUI(java.lang.Integer,org.springframework.ui.Model)
2017-09-13 14:03:09.226 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/saveconfig/page]}" onto public com.lycheeframework.core.cmp.api.http.GsonData com.micropower.manager.controller.SaveConfigController.page(com.micropower.manager.common.EasyPage)
2017-09-13 14:03:09.229 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/threshold/toEditUI]}" onto public java.lang.String com.micropower.manager.controller.ThresholdController.toEditUI(java.lang.Integer,org.springframework.ui.Model)
2017-09-13 14:03:09.229 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/threshold/saveEdit]}" onto public java.lang.Integer com.micropower.manager.controller.ThresholdController.saveEdit(com.micropower.manager.model.po.Threshold)
2017-09-13 14:03:09.229 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/threshold/recoverDefault]}" onto public java.lang.Integer com.micropower.manager.controller.ThresholdController.recoverDefault(java.lang.Integer)
2017-09-13 14:03:09.231 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/threshold/page]}" onto public com.lycheeframework.core.cmp.api.http.GsonData com.micropower.manager.controller.ThresholdController.page(com.micropower.manager.common.EasyPage)
2017-09-13 14:03:09.235 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/index]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.index()
2017-09-13 14:03:09.235 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/keySet]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.keySet()
2017-09-13 14:03:09.235 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/report]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.report()
2017-09-13 14:03:09.235 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/powerSet]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.powerSet()
2017-09-13 14:03:09.235 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/evenR]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.evenR()
2017-09-13 14:03:09.235 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/huanj]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.huanj()
2017-09-13 14:03:09.235 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/jizu]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.jizu()
2017-09-13 14:03:09.235 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/setTimt]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.setTimt()
2017-09-13 14:03:09.236 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/caseSet]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.caseSet()
2017-09-13 14:03:09.236 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/evenC]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.evenC()
2017-09-13 14:03:09.236 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/huanjing]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.huanjing()
2017-09-13 14:03:09.236 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/userSet]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.userSet()
2017-09-13 14:03:09.236 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/policeSet]}" onto public java.lang.String com.micropower.manager.controller.ToUIController.policeSet()
2017-09-13 14:03:09.241 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/user/add]}" onto public java.lang.Integer com.micropower.manager.controller.UserController.add(com.micropower.manager.model.po.User)
